Index,Topic1,Topic2,Count
202466456,Call of Duty,The Young Turks,265
202492319,VanossGaming,Video game,436
202494220,Combat,Dog,312
202517312,Donald Trump,Sex,279
202525324,Film,Prince,395
202567446,Grand Theft Auto,The Young Turks,274
202606373,Counter-Strike: Global Offensive,Film,555
202652441,Star Wars,io,314
202654558,Economic collapse,Vladimir Putin,662
202661052,Grand Theft Auto V,Hillary Rodham Clinton,448
202733676,Car,Orlando,558
202740095,September 11 attacks,The Young Turks,487
202741065,Hillary Rodham Clinton,Rifle,621
202790290,.22 Long Rifle,Beretta,253
202797928,Bill Clinton,Prince,324
202804588,Asteroid,World War III,433
202808040,Call of Duty: Black Ops III,Tank,326
202808175,Dog,Truck,279
202809677,Kanye West,iPhone,261
202823511,Barack Obama,Batman v Superman: Dawn of Justice,341
202871350,Federal Bureau of Investigation,Jeanine Pirro,250
202931934,Grand Theft Auto,Tattoo,301
202969749,Dog,Orlando,512
202998409,European Union,World War III,410
203031750,Animal,Counter-Strike: Global Offensive,257
203037959,JackSepticEye,Mod,257
203053591,Barack Obama,Chemtrail conspiracy theory,590
203059181,Rape,World War III,389
203063113,Gun,PewDiePie,479
203063523,Let's Play,PlayStation 4,271
203071119,Immigration,Terrorism,381
203072167,CrossTalk,Donald Trump,254
203091460,Paul Begley,Zika virus,287
203095462,Fukushima Daiichi nuclear disaster,NASA,265
203122573,Economy,Russia,405
203123722,Barack Obama,Michelle Obama,557
203138785,Fine Brothers,Mod,311
203143002,Gorilla,Islam,279
203150923,Police officer,Rape,616
203185927,Grand Theft Auto V,Tattoo,327
203189858,Syria,United States Armed Forces,383
203196117,North Korea,Zika virus,715
203202728,Russia,United States Air Force,253
203206144,Shooting sport,Star Wars,340
203314174,Call of Duty,Fine Brothers,527
203343114,US Marines,Video blog,859
203360164,Practical joke,Taylor Swift,257
203370561,United States Navy,Warship,326
203414689,Star Wars Episode VII,iPhone,340
203417937,Game of Thrones,Mod,269
203440139,Mosin–Nagant,Shotgun,392
203445633,Black Lives Matter,Prophecy,270
203454244,Gun control,Helicopter,250
203547496,Mod,VanossGaming,271
203549391,Glenn Beck,Ted Cruz,509
203552128,Central Intelligence Agency (CIA),Police officer,281
203565840,Grand Theft Auto,Knife,292
203581280,Freemasonry,Illuminati,328
203586205,Knife,United States Navy SEALs,304
203588241,Protest,United States Navy,361
203599790,Fukushima Daiichi nuclear disaster,September 11 attacks,344
203600264,North Korea,South China Sea,525
203628986,Justin Bieber,Police,257
203632923,Practical joke,Recipe,296
203634490,Jet aircraft,Syria,256
203657924,Hillary Rodham Clinton,Islamophobia,354
203679062,"Meal, Ready-to-Eat",Rifle,331
203680574,Carbine,Trigger,261
203688128,Jerry Miculek,Rifle,424
203693002,Return of the Jedi,Star Wars,257
203728068,Proposed referendum on United Kingdom membership of the European Union,Roger Stone,456
203750175,Fighter aircraft,Gun control,305
203803783,Car,Shooting,1051
203804496,Battlefield,Captain America,302
203813955,Captain America,Dog,282
203838245,Doom,Video game,882
203887194,Firearm,Ultimate Fighting Championship,323
203894530,Jesus Christ,Prophecy,409
203896846,Bernie Sanders,Syria,704
203915334,Hillary Rodham Clinton,Syrian civil war,654
203943800,Donald Trump,Tim Kennedy,323
203953883,Call of Duty,Dark Souls,346
203979266,China,World War III,375
203985362,Trailer,Video game,943
203993609,End time,Sun,376
203996324,CERN,Oregon,533
203996739,Hair,Video blog,433
204042261,Call of Duty: Black Ops,Counter-Strike: Global Offensive,256
204065470,Proposed referendum on United Kingdom membership of the European Union,Silver,262
204073727,End time,Militia,318
204081057,Car,Flood,280
204086757,Bernie Sanders,Child,375
204105511,Elizabeth Warren,Hillary Rodham Clinton,424
204112634,Unidentified flying object,United States Armed Forces,293
204130146,Deadpool,Shooting,449
204147918,Far Cry,Video blog,636
204148288,Deadpool,Ted Cruz,269
204153351,ARMA 3,Fallout,451
204160305,Gerald Celente,Ted Cruz,302
204167313,Oregon,Terrorism,466
204185597,Barack Obama,Gavin McInnes,368
204217241,Israel,News,257
204259374,Police,The Young Turks,571
204273529,Bill Clinton,Saudi Arabia,374
204281294,Grand Theft Auto V,Vice,292
204314401,David Icke,Earthquake,268
204314872,Batman,Ghostbusters III,380
204318026,Police officer,The Young Turks,670
204319351,Oregon,Pope Francis,343
204374491,Drill instructor,Veteran,478
204390067,Car,iPhone,574
204401396,David Bowie,Proposed referendum on United Kingdom membership of the European Union,347
204442734,Military,Russia,740
204502072,Deadpool,Let's Play,295
204532203,Gun control,Transgender,728
204553685,Pope Francis,Prophecy,335
204567391,CollegeHumor,Video game,453
204569519,Hillary Rodham Clinton,Woman,327
204605121,Call of Duty: Black Ops,The Division,260
204623148,September 11 attacks,Venezuela,418
204632584,Burns,Earthquake,395
204644816,Shotgun,Smith & Wesson,388
204656267,Car,Far Cry,418
204697527,Hillary Rodham Clinton,State of the Union,317
204753179,North Korea,Weapon,398
204793258,Fallout,Total War,331
204803308,Film,The Division,791
204842956,Martial law,September 11 attacks,642
204853264,Child,Orlando,300
204862178,Minecraft,Weapon,320
204878388,Draft:Independence Day 2,Superman,251
204887196,Hillary Clinton email system,Jeb Bush,258
204924064,Police officer,Terrorism,492
204950636,Food,Ted Cruz,386
204959060,.45 ACP,AK-47,378
204963249,CERN,Prophecy,552
204988906,Muhammad Ali,Proposed referendum on United Kingdom membership of the European Union,346
205047208,Garry's Mod,Motorcycle,273
205086957,Mars,North Korea,415
205087649,Extraterrestrial life,Facebook,250
205087804,Barack Obama,Joaquín Guzmán Loera,460
205099235,Bernie Sanders,End time,538
205101747,Fallout: 4,Pokémon,357
205110242,Executive order,Islamic State of Iraq and the Levant,255
205126264,.50 BMG,Ammunition,289
205141607,Gay,Practical joke,367
205170333,Car,Laughter,342
205177907,Airplane,Dog,294
205206582,Airsoft,Shotgun,439
205222546,Sexual intercourse,The Young Turks,357
205242997,End time,Extraterrestrial life,566
205284816,Car,Conspiracy theory,255
205292567,Hillary Rodham Clinton,Unidentified flying object,971
205297380,Iowa Caucus,Islamic State of Iraq and the Levant,406
205311630,News,Rape,301
205312093,Shooting sport,Shotgun shell,262
205317553,Fukushima Daiichi nuclear disaster,Unidentified flying object,354
205327631,Jesus Christ,Paul Begley,260
205361807,Car,Rapping,291
205364830,Games,Quantum Break,289
205385530,Donald Trump,Sarah Palin,549
205397840,Orlando,Super Bowl 50,329
205422541,Battlefield,Far Cry,628
205439891,Dog,Kitten,325
205467749,.44 Magnum,Firearm,281
205526880,Nicole Arbour,Video game,283
205531158,Barack Obama,Tank,457
205544299,Oregon,Practical joke,278
205547325,Satanism,World War III,297
205559457,Darth Vader,Star Wars Episode VII,451
205582067,Batman,Markiplier,260
205643172,Grand Theft Auto,Tank,489
205662901,2016 Republican National Convention,Donald Trump,338
205663380,New World Order,Venezuela,462
205725453,AR-15,Pistol,276
205730154,Clank,Ratchet & Clank,265
205738807,Call of Duty: Black Ops III,Police officer,383
205747104,Fukushima Daiichi nuclear disaster,Nibiru cataclysm,335
205786812,ARMA,Star Wars,447
205792686,Economy,Protest,270
205813757,New World Order,Sinkhole,260
205818135,Assault rifle,M16 rifle,284
205824779,National Rifle Association,Orlando,438
205826839,Donald Trump,Tattoo,476
205838554,Car,Guitar,287
205852788,Pope,Russia,386
205876356,Donald Trump,Superman,643
205879058,Hitman 6,Overwatch,434
205887567,Food,Physical exercise,434
205903512,Fox News Channel,North Korea,258
205912910,Martial law,Pope,366
205913807,Dog,News,299
205926543,New World Order,Zika virus,640
205945622,Rifle,US Marines,729
205958952,Islamic State of Iraq and the Levant,New World Order,870
205986027,Hillary Rodham Clinton,United States Dollar,324
206006671,Firearm,Personal armor,362
206008832,PlayStation 4,Video blog,584
206013686,Golf,Grand Theft Auto V,280
206018116,David Icke,Earth,254
206068124,Bernie Sanders,MSNBC,380
206090594,AK-47,SIG-Sauer MPX,264
206098827,Police,Practical joke,776
206118132,Economic collapse,Nigel Farage,327
206137413,Gauge,Shooting sport,312
206174802,Bilderberg Group,Muslim,307
206188058,Donald Trump,Piano,292
206267623,CNN,"Donald Trump presidential campaign, 2016",262
206282790,Bill Clinton,Unmanned aerial vehicle,340
206293225,Gun control,Milo Yiannopoulos,493
206307842,Film,Tom Clancy's Ghost Recon Wildlands,318
206310875,Jesus Christ,Oregon,315
206312834,Far Cry,Laughter,258
206313439,Firearm,Ku Klux Klan,359
206314036,Donald Trump,Istanbul Atatürk Airport,293
206362840,Minecraft,Shooting,452
206363422,Black,Ted Cruz,399
206382438,Federal Bureau of Investigation,Military,367
206408233,Police officer,Vice News,350
206429084,Beyoncé Knowles,Film,360
206444465,Call of Duty,The Elder Scrolls V: Skyrim,359
206451278,Gun control,New World Order,774
206455227,Gun,Virtual reality,689
206462036,Dog,Second Amendment,255
206477727,Minecraft,Vine,431
206491635,Firearm,Gun control,1557
206513591,Earth,Marco Rubio,264
206556061,John Oliver,Late Show with Stephen Colbert,353
206562464,Gun,Military exercise,276
206571491,Star Wars,United States Air Force,257
206601405,Rifle,Survivalism,386
206607266,Gun,Revolver,648
206626257,Extraterrestrial life,Martial law,555
206670046,Rifle,Tom Clancy's Rainbow Six: Siege,316
206719220,Late-night talk show,Trailer,274
206730382,Extraterrestrial life,George Soros,297
206745376,Captain America: Civil War,Grand Theft Auto V,495
206772565,Asteroid,Bundy standoff,302
206780160,Black Lives Matter,Glenn Beck,339
206788052,Flood,Vladimir Putin,352
206832085,CERN,Jesus Christ,383
206846703,Film,Lightsaber,310
206870973,Military,Veganism,316
206878918,Antonin Scalia,Protest,427
206887692,Film,Mobile phone,261
206899256,Train,Zika virus,313
206923897,George Soros,RT,287
206958415,Asteroid,Unidentified flying object,456
206975877,Firearm,Sword,281
206976582,BuzzFeed,Video game,353
207033985,Rifle,The Division,510
207039438,Ice Cube,Practical joke,319
207043287,Battlefield 4,Star Wars Episode VII,386
207061396,Feminism,Racism,514
207062905,Bullet,Shotgun shell,283
207064953,Donald Trump,Prager University,294
207065481,Fishing,Practical joke,296
207071877,Nibiru cataclysm,Paul Begley,348
207092877,Grand Theft Auto V,Star Wars: Battlefront,595
207096607,Antonin Scalia,Unidentified flying object,365
207155180,False flag,Syrian civil war,250
207191409,Gun control,Video game,399
207234314,Islam,Protest,592
207245813,9×19mm Parabellum,"Sturm, Ruger & Co., Inc.",363
207300381,AK-47,Airsoft,407
207315156,Nigel Farage,Oregon,303
207316834,The Walt Disney Company,Video game,395
207317843,Battlefield 3,Video game,263
207349012,New World Order,Turkey,367
207357089,Robot,Shooting,451
207369548,Far Cry,US Marines,316
207383858,Car,Glock,445
207396064,Star Wars Episode VII,US Marines,486
207412816,Cooking,Survival skills,264
207414969,Police,Star Wars Episode VII,431
207418568,Ford,US Marines,273
207422882,Bernie Sanders,Rape,831
207448306,Abortion,Zika virus,288
207488060,Russia,War,340
207547273,Animal,Hillary Rodham Clinton,436
207590902,Food,Game of Thrones,267
207593519,Bulletproofing,Pistol,327
207601140,Rifle,Shotgun shell,354
207626369,Animal,Overwatch,261
207636990,Call of Duty,Police officer,437
207643911,Battlefield 4,Video game,770
207662754,Battlefield,Pornography,253
207680656,Glenn Beck,Illuminati,265
207682234,Protest,Shooting,417
207684141,Barack Obama,Terrorism,854
207691320,Machine gun,Tank,297
207735757,Iran,Venezuela,267
207738488,Captain America: Civil War,Gun control,253
207750876,Shooting,Video game,869
207764181,Battlefield,United States Air Force,279
207767531,Sniper,The Division,475
207769584,Dog,Suicide Squad,262
207777124,Call of Duty: Black Ops III,Feminism,364
207845535,Bible prophecy,Nibiru cataclysm,293
207856584,Batman,HTC Vive,253
207867864,Military,Syria,622
207910603,Islamic State of Iraq and the Levant,Louis Farrakhan,266
207955587,Chemtrail conspiracy theory,Earthquake,447
207957890,Practical joke,The Division,861
207994701,Hitman 6,Minecraft,341
208007784,United States Army,United States Navy SEALs,303
208013704,Firearm,Jerry Miculek,473
208017429,Gauge,Revolver,272
208034021,Death,Police officer,298
208075266,Batman,Five Nights at Freddy's,255
208094603,United States Dollar,Vladimir Putin,254
208130214,Gun control,Planets beyond Neptune,464
208133943,Flat Earth,Militia,256
208158461,Patient Protection and Affordable Care Act,Ted Cruz,312
208159084,Batman v Superman: Dawn of Justice,Feminism,251
208174746,Federal Emergency Management Agency,RT,252
208174922,Donald Trump,Temple of Bel,400
208195619,Asteroid,United States Navy,265
208209480,Call of Duty,Total War,251
208209750,Donald Trump,Star Wars: Battlefront,472
208251612,Iran,Islam,429
208273492,PewDiePie,Unmanned aerial vehicle,264
208324836,The Division,The Witcher 3: Wild Hunt,286
208345104,Milo Yiannopoulos,New World Order,272
208365724,Donald Trump,Mars,737
208383873,Alex Jones,Louis Farrakhan,325
208391407,Pope Francis,Protest,271
208400008,Gun,Russia,786
208409318,Grand Theft Auto,Soldier,565
208433919,Bernie Sanders,Pornography,313
208458089,The Elder Scrolls V: Skyrim,Virtual reality,347
208467343,Beyoncé Knowles,Super Bowl 50,285
208481383,Film,Flint,278
208497296,Dark Souls III,Tom Clancy's Rainbow Six,295
208537040,Flamethrower,Shooting,296
208538146,Gun,Handgun holster,343
208564977,Gun,"United States presidential election, 2016",365
208615262,Gun,Transgender,711
208630505,Grand Theft Auto V,Vsauce,251
208637629,European Union,North Korea,481
208663202,Barack Obama,Yellowstone National Park,529
208664706,Anonymous,Nibiru cataclysm,292
208739749,Orlando,Ted Cruz,971
208773742,Gameplay,Happy Wheels,270
208781632,Islamic State of Iraq and the Levant,Prison,397
208791184,Immigration,Refugee,499
208793763,Omegle,Video game,270
208799661,Vladimir Putin,Yellowstone National Park,352
208834955,Aircraft,Video blog,400
208847367,Syria,World War III,705
208947702,Shooting sport,Weapon,614
208948075,Bernie Sanders,"Democratic Party presidential debates, 2016",564
208960570,Grand Theft Auto,Special Forces,303
208981194,Jeb Bush,Marco Rubio,478
208987263,US Marines,United States Army,641
208989912,Earthquake,Planet,570
209005929,Assault rifle,Video game,382
209006093,EgyptAir,Syria,296
209071108,Germany,Proposed referendum on United Kingdom membership of the European Union,379
209126258,John Kasich,September 11 attacks,298
209130810,Black Lives Matter,Marco Rubio,433
209132037,ARMA 3,Hitman 6,277
209153738,.50 BMG,9×19mm Parabellum,282
209172629,JackSepticEye,Overwatch,298
209173900,Doom,PewDiePie,359
209176936,Antichrist,Martial law,451
209203174,Call of Duty: Black Ops III,Tattoo,274
209207091,BuzzFeed,Donald Trump,488
209214031,Combat,Feminism,268
209216518,Barack Obama,Soldier,379
209225115,Lloyd Ahlquist,Nice Peter,311
209256665,Asteroid,Gun control,368
209267374,Laughter,Video game,515
209332415,Cartoon,Grand Theft Auto,251
209354046,Cannabis,Rape,389
209388350,Mars,Martial law,297
209397876,Pistol,United States Navy SEALs,296
209426340,Police officer,Stolen Valor: How the Vietnam Generation Was Robbed of its Heroes and its History,258
209525150,2016 Republican National Convention,Proposed referendum on United Kingdom membership of the European Union,273
209527400,ARMA 3,PlayStation 4,264
209539169,Physical exercise,Special forces,273
209584092,Electronic Entertainment Expo,Hitman 6,342
209588812,Physical exercise,Ultimate Fighting Championship,256
209605477,Alex Jones,Flat Earth,514
209614661,Oregon,Weapon,296
209682926,Animal,Grand Theft Auto V,437
209683891,Barack Obama,Car,892
209722456,2015 Libya migrant shipwreck,Antonin Scalia,361
209722664,Shotgun,Sniper,513
209737864,Soldier,Tom Clancy's Rainbow Six,256
209762988,Shotgun,Sight,282
209777255,Aircraft,Earthquake,266
209786389,Grand Theft Auto V,Smosh,319
209819892,Glock,Video game,277
209829695,North Korea,United States Armed Forces,466
209866042,Bernie Sanders,Racism,671
209873223,Proposed referendum on United Kingdom membership of the European Union,United States Navy,595
209899175,Donald Trump,Saturday Night Live,647
209926139,Car,Life hacking,269
209931816,Hillary Rodham Clinton,Jesus Christ,573
209940200,Bernie Sanders,Police,907
